x,y,valeur,date,tuile,grid_CC,grid_ENL,grid_MOCH,grid_PAI,grid_VCI,unique_id,id_parc,annee_plan,cultivar_n,source,lidar_date,age_plan
544750.42,6333245.64,100,2022,T31TCJ,4.2,10.0,0.7326498,0.22571512,0.83566886,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333245.64,100,2022,T31TCJ,0.0,4.0,0.17369185,0.022263682,0.87824494,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333245.64,100,2022,T31TCJ,0.0,10.0,1.0981084,0.13708936,0.93637055,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333245.64,100,2022,T31TCJ,0.0,5.5,0.3262915,0.04737453,0.87950826,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333245.64,100,2022,T31TCJ,0.0,4.5,0.2506614,0.04457837,0.95186025,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333245.64,100,2022,T31TCJ,3.3,7.5,0.619213,0.08715976,0.8981058,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544810.42,6333245.64,100,2022,T31TCJ,0.0,5.5,0.28416348,0.035795137,0.8881109,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333245.64,99,2022,T31TCJ,6.18,9.0,1.0862072,0.1344923,0.9517902,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333245.64,100,2022,T31TCJ,0.0,5.5,0.51480967,0.053100463,0.94306034,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333245.64,100,2022,T31TCJ,0.0,10.5,1.0074236,0.14617716,0.9234959,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333245.64,100,2022,T31TCJ,0.0,6.5,0.6078317,0.06966247,0.9701551,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333245.64,100,2022,T31TCJ,0.0,4.5,0.2937807,0.04288519,0.86167127,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544970.42,6333245.64,97,2022,T31TCJ,41.66,11.0,8.347515,0.77011245,0.90812343,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544980.42,6333245.64,97,2022,T31TCJ,38.08,13.0,7.6435723,0.65047896,0.87370497,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544990.42,6333245.64,95,2022,T31TCJ,37.17,11.5,8.855297,0.82088876,0.89614964,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545000.42,6333245.64,97,2022,T31TCJ,23.12,14.0,6.8947525,0.52882195,0.88220143,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545010.42,6333245.64,93,2022,T31TCJ,34.32,12.5,7.9007993,0.62063396,0.8976398,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544220.42,6333235.64,96,2022,T31TCJ,11.66,19.0,1.3655789,0.34858492,0.8984247,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544230.42,6333235.64,97,2022,T31TCJ,1.74,13.0,1.0794017,0.1364982,0.94487464,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544540.42,6333235.64,100,2022,T31TCJ,8.29,9.5,2.8482132,0.23523387,0.8396836,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544550.42,6333235.64,100,2022,T31TCJ,3.15,10.5,2.645056,0.21376748,0.9108236,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544560.42,6333235.64,100,2022,T31TCJ,0.0,8.0,2.5723486,0.17313603,0.8997503,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544570.42,6333235.64,100,2022,T31TCJ,6.85,8.0,1.9851016,0.15871131,0.8443252,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544580.42,6333235.64,100,2022,T31TCJ,3.43,9.5,2.2988324,0.18413562,0.87958384,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544590.42,6333235.64,100,2022,T31TCJ,6.8,9.0,2.1841738,0.20390671,0.918458,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544650.42,6333235.64,100,2022,T31TCJ,11.83,19.5,4.295327,0.33855912,0.90084475,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544660.42,6333235.64,100,2022,T31TCJ,0.0,13.0,2.8259156,0.16765988,0.90914637,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544670.42,6333235.64,100,2022,T31TCJ,17.7,17.5,4.566279,0.29881245,0.9100223,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544680.42,6333235.64,100,2022,T31TCJ,5.52,16.0,3.9606206,0.25676233,0.89952415,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544690.42,6333235.64,100,2022,T31TCJ,5.27,13.0,4.084703,0.25597182,0.8976829,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544720.42,6333235.64,100,2022,T31TCJ,0.0,7.0,0.32448244,0.036996987,0.9439916,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544730.42,6333235.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544740.42,6333235.64,99,2022,T31TCJ,0.0,8.0,1.0555027,0.15381035,0.84134287,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544750.42,6333235.64,100,2022,T31TCJ,2.69,11.5,0.9658216,0.17249545,0.8943169,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333235.64,100,2022,T31TCJ,0.0,7.0,0.5209261,0.07684889,0.9261963,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333235.64,100,2022,T31TCJ,0.0,10.0,0.9544265,0.14400984,0.88250655,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333235.64,100,2022,T31TCJ,0.0,4.0,0.2497332,0.044347715,0.92521954,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333235.64,100,2022,T31TCJ,0.0,9.5,1.1865815,0.17514771,0.8653807,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333235.64,100,2022,T31TCJ,0.0,9.5,1.0465828,0.14874615,0.9145518,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544810.42,6333235.64,100,2022,T31TCJ,0.0,6.5,0.7953166,0.0997274,0.9065382,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333235.64,98,2022,T31TCJ,0.0,7.5,1.2281861,0.15465929,0.9473075,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333235.64,100,2022,T31TCJ,0.0,9.5,0.9006904,0.12168332,0.88996834,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333235.64,100,2022,T31TCJ,0.0,11.0,1.1068411,0.13074672,0.95198095,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333235.64,100,2022,T31TCJ,0.0,8.0,0.6070355,0.074413344,0.91404545,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333235.64,100,2022,T31TCJ,1.37,8.5,0.86253893,0.10002084,0.91277134,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544970.42,6333235.64,98,2022,T31TCJ,36.82,10.5,8.75555,0.762534,0.93410933,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544980.42,6333235.64,99,2022,T31TCJ,37.99,12.0,7.4878116,0.64301085,0.926646,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544990.42,6333235.64,98,2022,T31TCJ,31.36,12.5,7.3640747,0.6710838,0.89611685,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545000.42,6333235.64,96,2022,T31TCJ,19.3,12.5,7.226912,0.5741043,0.9457795,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545010.42,6333235.64,92,2022,T31TCJ,37.25,13.0,8.295299,0.7016074,0.905355,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544230.42,6333225.64,96,2022,T31TCJ,0.0,9.0,0.875996,0.08678151,0.89877516,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544240.42,6333225.64,94,2022,T31TCJ,0.0,11.5,0.61362016,0.09943568,0.9242705,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544530.42,6333225.64,100,2022,T31TCJ,7.38,13.0,2.9758472,0.26558295,0.8929004,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544540.42,6333225.64,100,2022,T31TCJ,0.0,8.5,1.5982242,0.110977374,0.93312514,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544550.42,6333225.64,100,2022,T31TCJ,0.0,7.5,1.4881749,0.11524606,0.94042444,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544560.42,6333225.64,100,2022,T31TCJ,7.51,10.5,4.3314986,0.3463736,0.8405121,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544570.42,6333225.64,100,2022,T31TCJ,2.77,13.0,2.9151525,0.22756606,0.9005845,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544580.42,6333225.64,100,2022,T31TCJ,1.5,8.5,1.5126538,0.11284678,0.895035,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544590.42,6333225.64,100,2022,T31TCJ,7.48,12.0,3.1148405,0.2921705,0.8682445,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544640.42,6333225.64,100,2022,T31TCJ,3.03,14.0,2.8389711,0.19423537,0.93590134,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544650.42,6333225.64,100,2022,T31TCJ,0.0,18.5,3.724744,0.24979267,0.8933288,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544660.42,6333225.64,100,2022,T31TCJ,9.64,12.0,3.1277661,0.149755,0.90256536,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544670.42,6333225.64,100,2022,T31TCJ,22.45,15.5,4.436295,0.27879748,0.9402708,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544680.42,6333225.64,100,2022,T31TCJ,11.16,14.0,4.4513626,0.2645898,0.88424885,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544690.42,6333225.64,100,2022,T31TCJ,11.35,16.0,4.3991632,0.2997445,0.93183655,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544720.42,6333225.64,100,2022,T31TCJ,0.0,5.5,0.3755917,0.05187397,0.932704,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544730.42,6333225.64,100,2022,T31TCJ,0.0,5.0,0.51253814,0.049819425,0.89408386,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544740.42,6333225.64,100,2022,T31TCJ,0.0,5.0,0.5465374,0.07338899,0.90207523,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544750.42,6333225.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333225.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333225.64,100,2022,T31TCJ,0.0,7.5,0.42449448,0.08784442,0.91080505,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333225.64,100,2022,T31TCJ,0.0,6.5,0.38691035,0.045843042,0.9189502,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333225.64,100,2022,T31TCJ,0.0,8.5,0.66760236,0.10649998,0.9024546,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333225.64,100,2022,T31TCJ,0.0,8.5,0.49531388,0.07514696,0.9094531,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544810.42,6333225.64,100,2022,T31TCJ,0.0,10.0,0.8246684,0.11049321,0.9147141,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333225.64,100,2022,T31TCJ,0.0,6.5,0.5668825,0.078499526,0.9179244,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333225.64,100,2022,T31TCJ,0.0,10.0,0.93621916,0.13381474,0.9407263,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333225.64,100,2022,T31TCJ,0.0,8.0,1.0830797,0.14874615,0.96436334,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333225.64,100,2022,T31TCJ,0.0,7.0,0.5810492,0.063031964,0.92348987,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333225.64,100,2022,T31TCJ,2.96,12.5,0.7403247,0.18827204,0.8793822,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544970.42,6333225.64,97,2022,T31TCJ,40.2,12.0,7.6546617,0.6637066,0.90013313,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544980.42,6333225.64,98,2022,T31TCJ,27.89,11.5,7.874702,0.6277448,0.92845225,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544990.42,6333225.64,99,2022,T31TCJ,43.6,14.0,9.898817,0.74318314,0.8651571,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545000.42,6333225.64,99,2022,T31TCJ,35.4,11.0,7.4954724,0.5749529,0.8811105,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
545010.42,6333225.64,100,2022,T31TCJ,34.58,12.0,9.435683,0.7731347,0.9031498,dep82_bb_37,37,2009,I214,dep82_bb,2022.0,13
544230.42,6333215.64,95,2022,T31TCJ,0.0,9.5,0.9737697,0.1153057,0.938294,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544240.42,6333215.64,94,2022,T31TCJ,0.0,10.0,1.2627237,0.115388885,0.9300079,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544250.42,6333215.64,95,2022,T31TCJ,0.0,12.0,1.621615,0.174765,0.9327514,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544530.42,6333215.64,100,2022,T31TCJ,13.94,11.0,3.391777,0.23869352,0.88827616,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544540.42,6333215.64,100,2022,T31TCJ,6.25,11.0,3.3009062,0.27215448,0.8777546,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544550.42,6333215.64,100,2022,T31TCJ,2.7,10.0,2.4037383,0.17875412,0.8880496,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544560.42,6333215.64,100,2022,T31TCJ,1.82,8.0,2.0628633,0.15182664,0.8816415,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544570.42,6333215.64,100,2022,T31TCJ,0.0,10.0,2.0418303,0.15950479,0.86346245,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544580.42,6333215.64,100,2022,T31TCJ,4.76,14.0,2.972861,0.26145372,0.8632112,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544640.42,6333215.64,100,2022,T31TCJ,0.0,7.5,1.5836785,0.10064099,0.9230944,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544650.42,6333215.64,100,2022,T31TCJ,7.74,16.0,4.1443515,0.2734055,0.91138387,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544660.42,6333215.64,100,2022,T31TCJ,9.86,14.5,4.1428204,0.2194963,0.9280031,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544670.42,6333215.64,99,2022,T31TCJ,13.97,17.0,4.57994,0.31751058,0.95307386,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544680.42,6333215.64,100,2022,T31TCJ,8.12,13.0,3.8975127,0.20586297,0.89944535,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544690.42,6333215.64,100,2022,T31TCJ,14.31,13.0,4.210523,0.2927915,0.94849336,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544720.42,6333215.64,100,2022,T31TCJ,0.0,11.5,1.180745,0.12336155,0.8751916,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544730.42,6333215.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544740.42,6333215.64,100,2022,T31TCJ,0.0,9.0,0.863403,0.117981054,0.91092014,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544750.42,6333215.64,100,2022,T31TCJ,0.0,3.0,0.7054348,0.07241921,0.87447095,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333215.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333215.64,100,2022,T31TCJ,1.93,8.5,1.1453347,0.15622678,0.8408823,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333215.64,100,2022,T31TCJ,0.0,10.0,1.126722,0.14502224,0.9129522,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333215.64,100,2022,T31TCJ,0.0,12.0,2.5609374,0.32652763,0.9128118,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333215.64,100,2022,T31TCJ,0.0,7.0,0.6278958,0.08837962,0.9130788,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544810.42,6333215.64,100,2022,T31TCJ,0.0,11.0,1.9734323,0.25810754,0.9064799,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333215.64,99,2022,T31TCJ,0.0,10.0,0.97205913,0.14250211,0.9110106,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333215.64,100,2022,T31TCJ,2.35,11.5,0.7951852,0.104295895,0.90525126,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333215.64,100,2022,T31TCJ,0.0,12.0,0.95875,0.123182714,0.8995243,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333215.64,100,2022,T31TCJ,0.0,2.5,0.27234346,0.022197787,0.7812881,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333215.64,100,2022,T31TCJ,1.37,7.0,0.89582336,0.11939498,0.906786,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544230.42,6333205.64,94,2022,T31TCJ,2.42,13.0,1.2685602,0.19076033,0.94072384,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544240.42,6333205.64,95,2022,T31TCJ,0.0,8.5,1.0865209,0.11531833,0.9123029,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544250.42,6333205.64,100,2022,T31TCJ,1.37,9.5,0.85931706,0.07049188,0.8737349,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544260.42,6333205.64,99,2022,T31TCJ,0.0,12.0,1.5657406,0.1927999,0.9276872,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544540.42,6333205.64,100,2022,T31TCJ,0.0,6.5,1.051961,0.08001067,0.8973399,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544550.42,6333205.64,100,2022,T31TCJ,4.48,7.5,2.049698,0.17414807,0.875238,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544560.42,6333205.64,100,2022,T31TCJ,4.65,15.0,1.5514604,0.14960243,0.8640543,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544570.42,6333205.64,100,2022,T31TCJ,0.0,13.0,2.4107995,0.18857642,0.84047365,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544580.42,6333205.64,100,2022,T31TCJ,8.15,14.5,3.0147955,0.27945933,0.8877687,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544610.42,6333205.64,100,2022,T31TCJ,11.6,13.5,2.9224093,0.24740289,0.9377226,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544620.42,6333205.64,100,2022,T31TCJ,9.07,19.0,4.250426,0.34045535,0.95010674,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544630.42,6333205.64,100,2022,T31TCJ,6.8,18.0,4.4294987,0.2848679,0.9267965,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544640.42,6333205.64,100,2022,T31TCJ,10.15,17.5,3.1209457,0.21177024,0.93583494,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544650.42,6333205.64,100,2022,T31TCJ,5.24,15.5,2.9316604,0.19706506,0.93186176,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544660.42,6333205.64,100,2022,T31TCJ,7.01,16.5,3.744887,0.20790215,0.8935041,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544670.42,6333205.64,99,2022,T31TCJ,13.93,17.0,4.9922156,0.31911668,0.9179038,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544680.42,6333205.64,98,2022,T31TCJ,11.63,17.0,4.0975885,0.25950208,0.9325071,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544690.42,6333205.64,99,2022,T31TCJ,0.0,12.5,1.6079543,0.113809794,0.93871576,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544720.42,6333205.64,99,2022,T31TCJ,0.0,10.5,0.61344695,0.06997364,0.9337913,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544730.42,6333205.64,99,2022,T31TCJ,0.0,7.5,0.21272014,0.04347997,0.8993875,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544740.42,6333205.64,98,2022,T31TCJ,0.0,6.0,0.46853852,0.07480303,0.93609035,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544750.42,6333205.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333205.64,100,2022,T31TCJ,0.0,5.5,0.23074545,0.037134375,0.91131824,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333205.64,100,2022,T31TCJ,2.09,9.5,0.95979667,0.12983048,0.94126767,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333205.64,100,2022,T31TCJ,0.0,5.5,0.59951484,0.069977984,0.95717084,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333205.64,100,2022,T31TCJ,0.0,9.5,1.2537489,0.15997103,0.91702455,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333205.64,100,2022,T31TCJ,0.0,2.0,0.14152919,0.019439405,0.8421173,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544810.42,6333205.64,100,2022,T31TCJ,0.0,10.0,0.7482304,0.0998006,0.90005445,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333205.64,100,2022,T31TCJ,0.0,9.5,0.4522528,0.070388496,0.94396204,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333205.64,100,2022,T31TCJ,0.0,12.5,1.5003258,0.16634086,0.9314777,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333205.64,100,2022,T31TCJ,0.0,10.0,1.666129,0.2248278,0.9017438,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333205.64,100,2022,T31TCJ,0.0,5.0,0.27797365,0.049529117,0.91257477,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333205.64,100,2022,T31TCJ,0.0,8.5,0.96783364,0.12748703,0.9165659,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544240.42,6333195.64,96,2022,T31TCJ,0.0,9.5,0.7043919,0.08703331,0.8992988,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544250.42,6333195.64,99,2022,T31TCJ,0.0,6.5,0.47563675,0.056175165,0.9257048,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544260.42,6333195.64,100,2022,T31TCJ,0.0,13.5,1.2968186,0.14499101,0.93972063,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544270.42,6333195.64,99,2022,T31TCJ,0.0,12.5,1.1804378,0.12557618,0.9415877,dep82_bb_13,13,2011,Polargo,dep82_bb,2022.0,11
544560.42,6333195.64,100,2022,T31TCJ,10.94,10.5,2.4593492,0.230368,0.8376886,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544570.42,6333195.64,100,2022,T31TCJ,5.83,9.0,2.986942,0.22987711,0.80820394,dep82_bb_24,24,2009,Triplo,dep82_bb,2022.0,13
544610.42,6333195.64,100,2022,T31TCJ,7.98,14.0,3.0120609,0.27561265,0.9073061,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544620.42,6333195.64,100,2022,T31TCJ,6.74,16.5,4.258498,0.25077018,0.8823009,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544690.42,6333195.64,100,2022,T31TCJ,11.25,16.0,4.5707927,0.27524275,0.90241694,dep82_bb_26,26,2011,Soligo,dep82_bb,2022.0,11
544720.42,6333195.64,99,2022,T31TCJ,0.0,11.5,0.8715407,0.12098721,0.88747436,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544730.42,6333195.64,100,2022,T31TCJ,0.0,5.0,0.21861193,0.045674175,0.94156116,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544740.42,6333195.64,99,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544750.42,6333195.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544760.42,6333195.64,100,2022,T31TCJ,0.0,9.5,0.8319191,0.13396564,0.9408999,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544770.42,6333195.64,100,2022,T31TCJ,0.0,0.0,0.0,0.0,0.0,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544780.42,6333195.64,100,2022,T31TCJ,0.0,9.5,0.8763963,0.11755595,0.9527886,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544790.42,6333195.64,100,2022,T31TCJ,0.0,9.5,1.5015775,0.1855824,0.88409644,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544800.42,6333195.64,100,2022,T31TCJ,0.0,6.0,0.432045,0.052183356,0.90013826,dep82_bb_31,31,2012,Polargo,dep82_bb,2022.0,10
544900.42,6333195.64,100,2022,T31TCJ,0.0,8.5,0.56299126,0.07008016,0.9612688,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544910.42,6333195.64,98,2022,T31TCJ,1.7,10.5,1.134294,0.15027116,0.9551611,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544920.42,6333195.64,99,2022,T31TCJ,0.0,13.0,1.3811042,0.19240075,0.9152201,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544930.42,6333195.64,100,2022,T31TCJ,0.0,3.0,0.05437838,0.011940334,0.96910185,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
544940.42,6333195.64,100,2022,T31TCJ,0.0,5.0,0.2234062,0.04148297,0.9320876,dep82_bb_33,33,2009,Polargo,dep82_bb,2022.0,13
