x,y,valeur,date,tuile,grid_CC,grid_ENL,grid_MOCH,grid_PAI,grid_VCI,unique_id,id_parc,annee_plan,cultivar_n,source,lidar_date,age_plan
521988.22,6345668.34,80,2021,T30TYP,65.18,17.0,16.042679,3.1907063,0.9484635,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345668.34,73,2021,T30TYP,81.72,14.5,15.396104,3.4289453,0.94314456,dep47_92,92,2013,I214,dep47,2021.0,8
521948.22,6345658.34,60,2021,T30TYP,76.21,14.5,17.438307,3.079709,0.9165824,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345658.34,88,2021,T30TYP,81.42,14.0,16.684828,3.1224716,0.9342613,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345658.34,95,2021,T30TYP,66.87,15.0,16.769325,2.9228885,0.9328755,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345658.34,99,2021,T30TYP,79.36,13.5,18.592258,3.7573426,0.9208968,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345658.34,99,2021,T30TYP,88.93,12.0,18.58627,3.4521396,0.91620654,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345658.34,98,2021,T30TYP,84.6,13.5,18.690569,3.7556448,0.89353925,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345658.34,98,2021,T30TYP,85.56,12.0,19.108255,3.8002012,0.91711515,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345658.34,30,2021,T30TYP,84.81,17.0,15.796318,3.4195101,0.95820016,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345648.34,98,2021,T30TYP,70.7,13.0,18.800623,3.5187883,0.91386545,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345648.34,98,2021,T30TYP,84.17,13.5,18.915207,3.5611722,0.92265666,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345648.34,100,2021,T30TYP,89.35,13.5,18.474215,3.5704634,0.93163764,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345648.34,97,2021,T30TYP,83.01,12.5,16.419909,2.8749652,0.930503,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345648.34,100,2021,T30TYP,82.96,18.0,14.586536,2.4762077,0.90226424,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345648.34,100,2021,T30TYP,73.98,13.5,12.207936,2.0099692,0.95268077,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345648.34,76,2021,T30TYP,68.86,14.5,11.15137,1.9090587,0.94872326,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345638.34,97,2021,T30TYP,32.08,18.5,6.7251673,1.1633595,0.9208999,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345638.34,98,2021,T30TYP,25.41,12.5,5.529181,0.84690243,0.945327,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345638.34,97,2021,T30TYP,23.5,17.5,3.5642896,0.65451366,0.9169555,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345638.34,96,2021,T30TYP,30.92,16.0,5.363232,1.134178,0.9012599,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345638.34,100,2021,T30TYP,41.55,12.5,4.085287,1.624447,0.75987524,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345638.34,100,2021,T30TYP,52.53,16.5,11.160628,2.0493133,0.902164,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345638.34,96,2021,T30TYP,24.53,11.0,7.2880597,0.955081,0.9166713,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345628.34,91,2021,T30TYP,61.97,15.5,10.13277,2.3471777,0.96339804,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345628.34,98,2021,T30TYP,59.32,16.0,12.310712,2.2866194,0.94153225,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345628.34,100,2021,T30TYP,52.12,15.5,13.878325,2.2872634,0.938344,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345628.34,100,2021,T30TYP,78.72,15.0,16.768766,3.0535245,0.92773825,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345628.34,100,2021,T30TYP,83.4,14.0,18.829676,3.7186987,0.9384295,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345628.34,99,2021,T30TYP,78.79,14.0,18.484322,3.2985508,0.88224155,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345628.34,100,2021,T30TYP,83.1,14.5,18.314524,3.2990217,0.9139648,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345628.34,100,2021,T30TYP,85.37,14.5,16.463032,2.929532,0.9529653,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345628.34,52,2021,T30TYP,78.46,14.0,16.62823,2.9216774,0.93108004,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345628.34,22,2021,T30TYP,88.2,13.5,17.62647,3.7257009,0.9102859,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345618.34,85,2021,T30TYP,55.39,15.0,10.371222,1.9031178,0.9428789,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345618.34,100,2021,T30TYP,53.01,18.0,10.898013,1.8666732,0.9232318,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345618.34,98,2021,T30TYP,61.73,14.0,16.62264,3.2076714,0.9310766,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345618.34,100,2021,T30TYP,77.97,14.0,19.155167,3.7703054,0.8615365,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345618.34,100,2021,T30TYP,91.32,14.0,20.28832,4.215759,0.9031741,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345618.34,100,2021,T30TYP,82.56,14.5,19.23552,4.0769043,0.91651106,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345618.34,100,2021,T30TYP,88.72,12.5,18.361355,3.3591006,0.91526145,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345618.34,100,2021,T30TYP,73.11,14.5,16.699373,2.7672398,0.91437757,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345618.34,99,2021,T30TYP,64.74,16.0,13.105372,2.5159643,0.9535473,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345618.34,97,2021,T30TYP,45.59,19.5,9.7047615,1.6213983,0.9575651,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345618.34,86,2021,T30TYP,33.49,13.0,8.946125,1.5109189,0.91488093,dep47_92,92,2013,I214,dep47,2021.0,8
521958.22,6345608.34,88,2021,T30TYP,62.02,14.5,10.94999,2.0412502,0.92861944,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345608.34,98,2021,T30TYP,69.33,18.5,13.19068,2.4213088,0.946,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345608.34,98,2021,T30TYP,87.79,17.0,18.66567,3.7805722,0.9105526,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345608.34,100,2021,T30TYP,85.08,13.5,20.52016,4.194426,0.912902,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345608.34,100,2021,T30TYP,87.0,12.0,20.020277,3.8777013,0.9091758,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345608.34,100,2021,T30TYP,87.98,14.5,20.02423,4.2347,0.9023158,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345608.34,100,2021,T30TYP,86.71,18.0,18.151924,3.455022,0.8869134,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345608.34,99,2021,T30TYP,85.04,15.0,15.383025,2.6406968,0.942056,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345608.34,99,2021,T30TYP,75.32,15.0,16.754717,3.1541584,0.921821,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345608.34,100,2021,T30TYP,69.48,13.0,15.931869,2.571434,0.9187229,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345608.34,97,2021,T30TYP,67.64,14.0,14.413557,2.5098832,0.9551139,dep47_92,92,2013,I214,dep47,2021.0,8
522068.22,6345608.34,48,2021,T30TYP,70.48,15.5,13.515545,2.4032671,0.9260878,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345598.34,100,2021,T30TYP,73.69,19.0,16.465134,2.8972263,0.94066757,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345598.34,99,2021,T30TYP,79.38,13.5,20.4083,4.56697,0.92256117,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345598.34,100,2021,T30TYP,89.4,13.0,20.56653,4.057631,0.9127225,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345598.34,100,2021,T30TYP,89.68,14.0,20.398514,4.832266,0.935924,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345598.34,99,2021,T30TYP,85.49,15.0,19.519316,3.9657886,0.9038708,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345598.34,99,2021,T30TYP,77.96,13.0,18.724026,3.6212559,0.94750416,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345598.34,99,2021,T30TYP,90.94,15.5,18.86083,4.4848056,0.9188878,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345598.34,98,2021,T30TYP,76.89,13.0,16.733082,3.2648034,0.93055135,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345598.34,98,2021,T30TYP,85.74,14.0,17.669727,4.2262993,0.9359429,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345598.34,96,2021,T30TYP,67.41,16.0,15.910805,3.0478315,0.9171509,dep47_92,92,2013,I214,dep47,2021.0,8
522068.22,6345598.34,60,2021,T30TYP,70.54,16.0,13.937147,2.8683972,0.9528254,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345588.34,98,2021,T30TYP,90.54,14.5,19.576262,3.916316,0.92895097,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345588.34,100,2021,T30TYP,92.06,13.5,20.749897,4.324632,0.92366,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345588.34,100,2021,T30TYP,76.87,14.5,20.147532,3.689504,0.9017546,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345588.34,100,2021,T30TYP,84.87,14.0,20.564991,4.0858607,0.90674937,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345588.34,100,2021,T30TYP,89.98,15.0,18.843039,3.6909828,0.9046766,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345588.34,100,2021,T30TYP,85.39,13.5,17.163115,3.1239638,0.9137903,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345588.34,99,2021,T30TYP,67.77,16.5,15.669726,2.6660843,0.9384839,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345588.34,99,2021,T30TYP,82.27,12.5,16.234285,2.9508443,0.918371,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345588.34,98,2021,T30TYP,72.96,15.0,15.598239,2.7479274,0.9145801,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345588.34,88,2021,T30TYP,71.03,15.5,14.024611,2.4190085,0.9271414,dep47_92,92,2013,I214,dep47,2021.0,8
522068.22,6345588.34,64,2021,T30TYP,52.41,17.0,9.780579,1.7779484,0.94598264,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345578.34,95,2021,T30TYP,82.64,14.5,18.677315,3.1105204,0.9053889,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345578.34,100,2021,T30TYP,78.03,14.5,18.531994,2.9886642,0.9064868,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345578.34,99,2021,T30TYP,92.6,13.0,20.38403,3.8656762,0.9360292,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345578.34,100,2021,T30TYP,81.54,12.0,19.625494,3.6009862,0.8996347,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345578.34,99,2021,T30TYP,89.5,12.5,18.868708,3.1290324,0.90680295,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345578.34,98,2021,T30TYP,83.45,14.0,17.881962,3.1965292,0.9157805,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345578.34,92,2021,T30TYP,74.26,13.5,16.235416,2.826426,0.9497788,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345578.34,96,2021,T30TYP,90.26,12.5,16.316368,2.995468,0.900779,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345578.34,93,2021,T30TYP,75.21,12.5,14.364232,2.4753876,0.91797465,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345578.34,92,2021,T30TYP,51.32,15.0,14.084022,2.587705,0.9237076,dep47_92,92,2013,I214,dep47,2021.0,8
522068.22,6345578.34,49,2021,T30TYP,69.86,15.0,12.333411,2.1377847,0.9278083,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345568.34,92,2021,T30TYP,78.51,13.0,18.32234,3.0051496,0.91305155,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345568.34,97,2021,T30TYP,79.97,12.5,19.864174,3.392049,0.90445954,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345568.34,95,2021,T30TYP,85.64,13.5,20.685574,4.024334,0.9253549,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345568.34,95,2021,T30TYP,84.88,11.0,20.333374,3.4304745,0.93835497,dep47_92,92,2013,I214,dep47,2021.0,8
522008.22,6345568.34,93,2021,T30TYP,88.47,14.5,19.138783,3.2238946,0.89665264,dep47_92,92,2013,I214,dep47,2021.0,8
522018.22,6345568.34,91,2021,T30TYP,83.47,13.0,18.449226,3.3150427,0.90843457,dep47_92,92,2013,I214,dep47,2021.0,8
522028.22,6345568.34,94,2021,T30TYP,88.81,14.0,17.679514,3.496713,0.9178284,dep47_92,92,2013,I214,dep47,2021.0,8
522038.22,6345568.34,87,2021,T30TYP,73.32,14.5,15.615106,2.7759492,0.94053924,dep47_92,92,2013,I214,dep47,2021.0,8
522048.22,6345568.34,81,2021,T30TYP,71.89,14.5,14.882066,2.867459,0.9359798,dep47_92,92,2013,I214,dep47,2021.0,8
522058.22,6345568.34,76,2021,T30TYP,73.95,13.5,13.885391,2.432913,0.9272009,dep47_92,92,2013,I214,dep47,2021.0,8
521968.22,6345558.34,79,2021,T30TYP,87.92,14.5,17.828709,2.8060036,0.92023516,dep47_92,92,2013,I214,dep47,2021.0,8
521978.22,6345558.34,89,2021,T30TYP,84.39,12.0,19.42366,2.96608,0.8952063,dep47_92,92,2013,I214,dep47,2021.0,8
521988.22,6345558.34,97,2021,T30TYP,81.39,14.0,19.036306,3.1909485,0.909918,dep47_92,92,2013,I214,dep47,2021.0,8
521998.22,6345558.34,90,2021,T30TYP,77.59,15.5,15.45386,2.181389,0.91499734,dep47_92,92,2013,I214,dep47,2021.0,8
521908.22,6345148.34,29,2021,T30TYP,59.29,10.5,7.8854613,1.508532,0.9520529,dep47_70,70,2013,I214,dep47,2021.0,8
521808.22,6345078.34,30,2021,T30TYP,45.82,10.5,5.04527,1.0968238,0.9415928,dep47_70,70,2013,I214,dep47,2021.0,8
521808.22,6345068.34,20,2021,T30TYP,52.31,10.5,7.786612,1.5241423,0.93559813,dep47_70,70,2013,I214,dep47,2021.0,8
504628.22,6341118.34,24,2021,T30TYP,24.98,12.0,2.7883596,1.0035211,0.9216838,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504638.22,6341118.34,34,2021,T30TYP,25.76,11.5,2.9157465,1.0427444,0.9136513,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504628.22,6341108.34,20,2021,T30TYP,8.21,10.0,1.9199871,0.5786947,0.90751237,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504638.22,6341108.34,26,2021,T30TYP,31.12,12.5,3.625661,1.1925948,0.95006216,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341098.34,30,2021,T30TYP,14.46,10.0,2.084955,0.64489067,0.8916849,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341088.34,22,2021,T30TYP,11.66,10.0,1.2426223,0.49263677,0.88073754,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341088.34,29,2021,T30TYP,13.79,11.5,1.5946019,0.5675885,0.92250603,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341088.34,31,2021,T30TYP,13.42,10.5,2.0285382,0.6568319,0.96089125,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341078.34,25,2021,T30TYP,21.99,10.0,2.3467247,0.8297233,0.9088506,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341078.34,36,2021,T30TYP,11.03,10.5,1.3553796,0.5335964,0.86891145,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341068.34,35,2021,T30TYP,6.09,8.5,1.1107279,0.41882673,0.8891435,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341058.34,40,2021,T30TYP,28.83,11.5,2.6323402,0.9768581,0.8944038,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341058.34,37,2021,T30TYP,23.09,11.0,3.0004272,0.9791663,0.9471602,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341048.34,31,2021,T30TYP,32.08,14.5,3.903427,1.2027007,0.9217702,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341048.34,43,2021,T30TYP,24.88,12.5,2.79881,0.9498654,0.89644754,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341048.34,44,2021,T30TYP,14.31,10.0,1.5609761,0.51295996,0.8982955,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341038.34,35,2021,T30TYP,42.21,13.5,4.967096,1.4050236,0.90657395,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341038.34,45,2021,T30TYP,19.71,11.5,2.8465652,0.90455985,0.8828935,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341038.34,40,2021,T30TYP,25.62,10.5,2.6426387,0.841006,0.9354299,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341028.34,64,2021,T30TYP,44.33,14.5,5.378187,1.5341387,0.93112355,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341028.34,68,2021,T30TYP,42.0,13.0,4.8752346,1.5397476,0.9193539,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341028.34,48,2021,T30TYP,26.36,12.5,4.7377,1.18774,0.9362455,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504638.22,6341018.34,26,2021,T30TYP,38.56,15.5,5.6097,1.4851854,0.9258857,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341018.34,76,2021,T30TYP,33.78,14.0,4.664201,1.4521279,0.88594306,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341018.34,78,2021,T30TYP,35.33,13.5,4.215737,1.1531124,0.9197226,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504668.22,6341018.34,49,2021,T30TYP,39.68,12.5,4.9754825,1.4230348,0.9180333,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504638.22,6341008.34,36,2021,T30TYP,37.55,14.5,6.1983056,1.4942914,0.9212085,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504648.22,6341008.34,78,2021,T30TYP,46.33,15.0,5.53703,1.2486025,0.8981622,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504658.22,6341008.34,80,2021,T30TYP,52.96,14.5,6.020835,1.7936708,0.8979721,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
504638.22,6340998.34,28,2021,T30TYP,43.68,16.5,6.4591055,1.6113718,0.91997665,dep47_74,74,2016,Dorskamp,dep47,2021.0,5
519112.59,6395745.2,55,2021,T30TYQ,27.93,17.5,4.9647155,1.0226276,0.95247734,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519102.59,6395735.2,76,2021,T30TYQ,33.41,19.5,6.924439,1.3891062,0.95710784,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519112.59,6395735.2,86,2021,T30TYQ,36.27,19.5,7.416693,1.4615226,0.95907766,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519122.59,6395735.2,84,2021,T30TYQ,46.97,19.5,8.754119,1.682175,0.955429,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519132.59,6395735.2,84,2021,T30TYQ,52.6,21.0,6.9296665,1.4239389,0.952393,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519092.59,6395725.2,90,2021,T30TYQ,37.7,20.5,7.7419124,1.657473,0.9440681,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519102.59,6395725.2,89,2021,T30TYQ,41.9,22.0,8.331244,1.7586671,0.93956834,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519112.59,6395725.2,85,2021,T30TYQ,48.31,19.5,9.828757,1.9160345,0.95317715,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519122.59,6395725.2,95,2021,T30TYQ,67.66,17.0,10.745185,1.6638788,0.9527297,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519132.59,6395725.2,97,2021,T30TYQ,58.24,19.5,10.05488,1.5029113,0.9513933,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395715.2,86,2021,T30TYQ,37.47,20.5,7.406414,1.687202,0.93502194,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519092.59,6395715.2,88,2021,T30TYQ,38.6,19.0,8.136121,1.7741423,0.9388083,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519102.59,6395715.2,85,2021,T30TYQ,51.45,19.5,9.89724,1.9640691,0.9594369,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519112.59,6395715.2,94,2021,T30TYQ,70.07,19.0,11.159502,1.9577374,0.9583579,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519122.59,6395715.2,99,2021,T30TYQ,44.96,21.5,10.691208,1.5489054,0.9589992,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519132.59,6395715.2,100,2021,T30TYQ,76.87,18.5,12.021504,1.9174951,0.95789474,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395705.2,70,2021,T30TYQ,29.36,17.5,7.2376375,1.5045468,0.9690108,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395705.2,86,2021,T30TYQ,48.93,22.0,8.7835245,1.9387538,0.94091576,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519092.59,6395705.2,89,2021,T30TYQ,38.06,19.5,8.425179,1.7010018,0.9649146,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519102.59,6395705.2,93,2021,T30TYQ,52.48,20.0,10.058454,1.7879541,0.94508463,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519112.59,6395705.2,99,2021,T30TYQ,81.6,21.0,11.645383,1.7863657,0.93051654,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519062.59,6395695.2,80,2021,T30TYQ,39.08,20.5,7.6826077,1.5598652,0.9501304,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395695.2,84,2021,T30TYQ,42.92,21.0,7.9536996,1.8728014,0.96846527,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395695.2,86,2021,T30TYQ,44.6,20.0,9.029503,1.8710934,0.9505223,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519092.59,6395695.2,93,2021,T30TYQ,55.1,18.5,10.183706,1.815562,0.9712172,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519102.59,6395695.2,94,2021,T30TYQ,72.02,17.0,11.497146,1.728541,0.9610713,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519052.59,6395685.2,70,2021,T30TYQ,42.85,18.5,8.210757,1.6552976,0.9555932,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519062.59,6395685.2,90,2021,T30TYQ,44.91,21.0,9.070396,1.8508968,0.9594098,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395685.2,88,2021,T30TYQ,46.71,19.0,8.941182,1.7237697,0.965502,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395685.2,96,2021,T30TYQ,57.98,22.0,10.698456,2.0452528,0.9502536,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519092.59,6395685.2,94,2021,T30TYQ,69.21,19.5,11.898428,1.8312105,0.9434945,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519042.59,6395675.2,63,2021,T30TYQ,40.96,20.5,8.08901,1.6818763,0.95512694,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519052.59,6395675.2,88,2021,T30TYQ,34.62,20.5,7.8340206,1.5684426,0.9483646,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519062.59,6395675.2,85,2021,T30TYQ,35.77,18.5,8.599788,1.6247915,0.97604495,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395675.2,96,2021,T30TYQ,48.49,20.0,9.258371,1.8161783,0.9622251,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395675.2,92,2021,T30TYQ,71.08,19.0,12.225662,1.9390993,0.958616,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519032.59,6395665.2,60,2021,T30TYQ,43.15,20.5,8.003457,1.7258626,0.9527947,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519042.59,6395665.2,88,2021,T30TYQ,39.62,20.5,6.7598133,1.5447822,0.956341,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519052.59,6395665.2,94,2021,T30TYQ,49.81,19.5,8.009094,1.7115124,0.9543454,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519062.59,6395665.2,91,2021,T30TYQ,53.11,19.0,9.64923,1.8579619,0.95005,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395665.2,92,2021,T30TYQ,78.81,21.0,12.021984,2.132329,0.966371,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395665.2,94,2021,T30TYQ,67.54,21.0,11.496358,1.8873577,0.954783,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519032.59,6395655.2,60,2021,T30TYQ,42.45,19.0,7.5464363,1.6855918,0.9486322,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519042.59,6395655.2,93,2021,T30TYQ,38.1,18.0,7.0069366,1.5265075,0.95725113,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519052.59,6395655.2,91,2021,T30TYQ,47.07,19.0,9.382378,1.8183911,0.95700485,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519062.59,6395655.2,91,2021,T30TYQ,75.65,19.5,12.016895,2.0528142,0.9513913,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519072.59,6395655.2,92,2021,T30TYQ,75.71,19.0,11.477947,1.9796433,0.96553165,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519082.59,6395655.2,96,2021,T30TYQ,73.07,19.0,11.507551,1.7869866,0.9407559,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519022.59,6395645.2,33,2021,T30TYQ,34.58,18.5,5.6543927,1.3889036,0.9521045,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519032.59,6395645.2,72,2021,T30TYQ,35.85,18.0,6.9926057,1.5071439,0.95741916,dep47_73,73,2016,Raspalje,dep47,2021.0,5
519042.59,6395645.2,89,2021,T30TYQ,35.48,18.0,7.8477697,1.5719724,0.9627217,dep47_73,73,2016,Raspalje,dep47,2021.0,5
