x,y,valeur,date,tuile,unique_id,id_parc,annee_plan,cultivar_n,source,PAI_GF_mean,VCI_mean,CC,MOCH,ENL,Z_mean,densite,biomass_mean,lidar_date,age_plan
521978.22,6345608.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345608.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345608.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522008.22,6345608.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522018.22,6345608.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522028.22,6345608.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522038.22,6345608.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522048.22,6345608.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522058.22,6345608.34,97,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522068.22,6345608.34,48,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521968.22,6345598.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521978.22,6345598.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345598.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345598.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522008.22,6345598.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522018.22,6345598.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522028.22,6345598.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522038.22,6345598.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522048.22,6345598.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522058.22,6345598.34,96,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522068.22,6345598.34,60,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521968.22,6345588.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521978.22,6345588.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345588.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345588.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522008.22,6345588.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522018.22,6345588.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522028.22,6345588.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522038.22,6345588.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522048.22,6345588.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522058.22,6345588.34,88,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522068.22,6345588.34,64,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521968.22,6345578.34,95,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521978.22,6345578.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345578.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345578.34,100,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522008.22,6345578.34,99,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522018.22,6345578.34,98,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522028.22,6345578.34,92,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522038.22,6345578.34,96,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522048.22,6345578.34,93,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522058.22,6345578.34,92,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522068.22,6345578.34,49,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521968.22,6345568.34,92,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521978.22,6345568.34,97,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345568.34,95,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345568.34,95,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522008.22,6345568.34,93,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522018.22,6345568.34,91,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522028.22,6345568.34,94,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522038.22,6345568.34,87,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522048.22,6345568.34,81,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
522058.22,6345568.34,76,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521968.22,6345558.34,79,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521978.22,6345558.34,89,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521988.22,6345558.34,97,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521998.22,6345558.34,90,2021,T30TYP,dep47_92,92,2013,I214,dep47,2.9222313642662936,0.9208183962882862,81.41,14.984113663322368,18.01445072328233,12.780764971133472,164.0,34.97343063354492,2021.0,8
521908.22,6345148.34,29,2021,T30TYP,dep47_70,70,2013,I214,dep47,1.025466635662498,0.9283519778718702,39.91,5.0360334215045945,11.003689397887625,4.139951290945321,164.0,0.3952258229255676,2021.0,8
521808.22,6345078.34,30,2021,T30TYP,dep47_70,70,2013,I214,dep47,1.025466635662498,0.9283519778718702,39.91,5.0360334215045945,11.003689397887625,4.139951290945321,164.0,0.3952258229255676,2021.0,8
521808.22,6345068.34,20,2021,T30TYP,dep47_70,70,2013,I214,dep47,1.025466635662498,0.9283519778718702,39.91,5.0360334215045945,11.003689397887625,4.139951290945321,164.0,0.3952258229255676,2021.0,8
504628.22,6341118.34,24,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504638.22,6341118.34,34,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504628.22,6341108.34,20,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504638.22,6341108.34,26,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341098.34,30,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504648.22,6341088.34,22,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341088.34,29,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341088.34,31,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341078.34,25,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341078.34,36,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341068.34,35,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341058.34,40,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341058.34,37,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504648.22,6341048.34,31,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341048.34,43,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341048.34,44,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504648.22,6341038.34,35,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341038.34,45,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341038.34,40,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504648.22,6341028.34,64,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504658.22,6341028.34,68,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504668.22,6341028.34,48,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
504638.22,6341018.34,26,2021,T30TYP,dep47_74,74,2016,Dorskamp,dep47,0.9153197294406192,0.9066929784576864,27.41,2.9144309507097814,13.498032832146512,2.757138367878025,173.0,10.720873832702637,2021.0,5
